Churn,gender,SeniorCitizen,Partner,Dependents,FamilySize,PhoneService,MultipleLines,InternetService,Is_Internet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,MonthlyChargesPerHead,Contract,Is_Contract_Locked
False,Male,0,No,No,1,Yes,No,DSL,1,No,No,No,Yes,No,No,No,Mailed check,20,50.0,50.0,Month-to-month,0
False,Female,0,No,No,1,Yes,Yes,DSL,1,Yes,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),38,84.1,84.1,One year,1
True,Female,1,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,No,No,No,Yes,Mailed check,1,74.45,74.45,Month-to-month,0
True,Female,0,No,No,1,Yes,No,DSL,1,No,No,No,No,Yes,Yes,Yes,Electronic check,37,64.75,64.75,Month-to-month,0
True,Male,0,No,No,1,Yes,No,Fiber optic,1,No,Yes,Yes,No,Yes,No,No,Electronic check,26,89.8,89.8,Month-to-month,0
False,Male,0,No,No,1,Yes,Yes,DSL,1,Yes,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),66,74.6,74.6,Two year,1
True,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,Yes,No,Yes,Yes,No,Mailed check,12,95.5,95.5,One year,1
False,Male,0,No,No,1,Yes,No,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,26,98.65,98.65,Month-to-month,0
False,Male,0,No,No,1,Yes,No,DSL,1,No,No,Yes,No,No,Yes,No,Mailed check,21,61.65,61.65,Month-to-month,0
False,Male,0,No,No,1,Yes,Yes,Fiber optic,1,Yes,No,No,Yes,No,Yes,Yes,Electronic check,48,95.4,95.4,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,18,19.25,19.25,Month-to-month,0
True,Female,1,No,No,1,No,No,DSL,1,No,No,No,Yes,No,No,Yes,Electronic check,10,29.65,29.65,Month-to-month,0
True,Male,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,Yes,No,No,Yes,Yes,Credit card (automatic),18,90.7,90.7,Month-to-month,0
True,Female,1,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,3,70.3,70.3,Month-to-month,0
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,34,20.35,20.35,Month-to-month,0
True,Female,0,No,No,1,Yes,Yes,Fiber optic,1,Yes,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),54,103.95,103.95,One year,1
False,Female,1,No,No,1,Yes,Yes,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,50,104.95,104.95,Month-to-month,0
True,Female,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,10,74.75,74.75,Month-to-month,0
True,Female,0,No,No,1,Yes,No,DSL,1,No,No,No,Yes,No,No,Yes,Electronic check,1,50.8,50.8,Month-to-month,0
False,Male,0,No,No,1,Yes,Yes,No,0,No,No,No,No,No,No,No,Mailed check,18,23.75,23.75,One year,1
False,Male,0,No,No,1,Yes,No,DSL,1,No,No,No,Yes,Yes,No,Yes,Electronic check,4,61.3,61.3,Month-to-month,0
True,Male,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,Yes,No,Yes,Electronic check,2,80.25,80.25,Month-to-month,0
True,Male,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,No,No,Yes,Yes,Electronic check,36,84.75,84.75,Month-to-month,0
False,Female,0,No,No,1,Yes,Yes,DSL,1,No,No,No,Yes,Yes,No,Yes,Mailed check,4,64.4,64.4,Month-to-month,0
True,Male,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,No,Yes,No,No,Bank transfer (automatic),53,85.45,85.45,Month-to-month,0
False,Male,0,No,No,1,Yes,No,DSL,1,No,No,No,No,No,No,Yes,Credit card (automatic),10,45.8,45.8,Month-to-month,0
False,Male,0,No,No,1,No,No,DSL,1,No,No,No,Yes,No,No,No,Electronic check,4,30.5,30.5,Month-to-month,0
True,Male,1,No,No,1,Yes,Yes,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Electronic check,12,99.45,99.45,Month-to-month,0
False,Female,0,No,No,1,No,No,DSL,1,No,No,No,Yes,Yes,Yes,Yes,Mailed check,6,49.25,49.25,One year,1
True,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,1,70.6,70.6,Month-to-month,0
True,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,Yes,No,Yes,Credit card (automatic),5,81.0,81.0,Month-to-month,0
True,Male,0,No,No,1,Yes,No,Fiber optic,1,No,Yes,No,No,Yes,No,Yes,Electronic check,6,84.85,84.85,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,2,19.75,19.75,Month-to-month,0
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),50,19.75,19.75,One year,1
False,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Bank transfer (automatic),33,70.4,70.4,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,31,20.45,20.45,Two year,1
False,Female,0,No,No,1,Yes,No,Fiber optic,1,Yes,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),46,95.65,95.65,One year,1
False,Female,0,No,No,1,Yes,Yes,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),51,24.95,24.95,Two year,1
True,Female,1,No,No,1,Yes,Yes,Fiber optic,1,No,Yes,No,No,Yes,No,Yes,Electronic check,26,89.15,89.15,Month-to-month,0
False,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),15,94.0,94.0,Month-to-month,0
True,Male,0,No,No,1,Yes,Yes,Fiber optic,1,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),64,105.65,105.65,One year,1
False,Female,0,No,No,1,Yes,Yes,DSL,1,No,No,No,No,No,No,Yes,Electronic check,18,50.3,50.3,Month-to-month,0
False,Male,1,No,No,1,Yes,Yes,Fiber optic,1,No,Yes,No,No,No,No,Yes,Credit card (automatic),18,80.55,80.55,Month-to-month,0
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,38,20.05,20.05,Two year,1
True,Male,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,Yes,Yes,Electronic check,13,80.85,80.85,Month-to-month,0
False,Female,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,Yes,No,Yes,Yes,No,Electronic check,30,100.45,100.45,Month-to-month,0
False,Female,0,No,No,1,Yes,Yes,Fiber optic,1,Yes,No,Yes,No,No,No,Yes,Credit card (automatic),31,84.75,84.75,Month-to-month,0
True,Male,0,No,No,1,Yes,Yes,DSL,1,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),10,72.15,72.15,Month-to-month,0
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,Yes,Electronic check,37,19.8,19.8,One year,1
True,Female,0,No,No,1,Yes,No,DSL,1,No,No,Yes,Yes,Yes,Yes,No,Electronic check,2,76.4,76.4,Month-to-month,0
False,Male,0,No,No,1,Yes,No,Fiber optic,1,Yes,Yes,No,No,Yes,Yes,Yes,Mailed check,55,100.9,100.9,One year,1
True,Female,1,No,No,1,Yes,Yes,DSL,1,No,No,No,No,No,Yes,Yes,Mailed check,20,61.6,61.6,Month-to-month,0
True,Male,1,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),32,96.15,96.15,Month-to-month,0
False,Male,0,No,No,1,Yes,No,DSL,1,No,No,No,No,No,No,No,Electronic check,26,45.45,45.45,Month-to-month,0
True,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,1,19.65,19.65,Month-to-month,0
False,Female,0,No,No,1,Yes,No,DSL,1,No,No,No,No,No,No,No,Mailed check,3,44.75,44.75,Month-to-month,0
True,Male,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,No,Yes,No,Yes,Mailed check,1,84.65,84.65,Month-to-month,0
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Credit card (automatic),6,19.7,19.7,Month-to-month,0
True,Female,0,No,No,1,No,No,DSL,1,No,Yes,No,No,No,No,Yes,Electronic check,13,31.05,31.05,Month-to-month,0
True,Male,0,No,No,1,Yes,No,DSL,1,Yes,No,No,No,No,No,Yes,Mailed check,7,51.0,51.0,Month-to-month,0
False,Female,0,No,No,1,Yes,No,DSL,1,Yes,No,No,Yes,No,Yes,Yes,Mailed check,62,65.1,65.1,Two year,1
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,Yes,Mailed check,25,20.75,20.75,Two year,1
False,Female,0,No,No,1,Yes,No,DSL,1,No,Yes,Yes,No,No,No,Yes,Mailed check,26,56.05,56.05,One year,1
False,Female,0,No,No,1,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,No,Yes,No,No,Mailed check,53,98.6,98.6,One year,1
True,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,Yes,No,Yes,Electronic check,7,79.7,79.7,Month-to-month,0
False,Male,0,No,No,1,Yes,No,Fiber optic,1,No,Yes,Yes,No,No,No,Yes,Credit card (automatic),33,79.0,79.0,Month-to-month,0
False,Female,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,29,74.2,74.2,Month-to-month,0
False,Female,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,No,Yes,No,Yes,Electronic check,1,84.6,84.6,Month-to-month,0
True,Female,1,No,No,1,Yes,No,Fiber optic,1,No,No,Yes,No,Yes,No,Yes,Mailed check,5,84.85,84.85,Month-to-month,0
False,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,No,No,Electronic check,9,69.05,69.05,Month-to-month,0
False,Female,0,No,No,1,Yes,No,DSL,1,No,No,No,No,No,No,Yes,Mailed check,1,45.4,45.4,Month-to-month,0
True,Male,1,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,1,73.65,73.65,Month-to-month,0
False,Male,0,No,No,1,Yes,No,DSL,1,Yes,No,No,No,No,No,Yes,Mailed check,1,50.75,50.75,Month-to-month,0
False,Male,0,No,No,1,Yes,Yes,DSL,1,Yes,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),54,87.1,87.1,Two year,1
False,Male,0,No,No,1,Yes,No,DSL,1,Yes,Yes,No,No,No,No,Yes,Bank transfer (automatic),6,55.7,55.7,Month-to-month,0
False,Male,0,No,No,1,Yes,No,DSL,1,Yes,No,Yes,No,Yes,No,No,Bank transfer (automatic),21,65.35,65.35,Month-to-month,0
True,Female,0,No,No,1,Yes,No,Fiber optic,1,Yes,No,No,No,Yes,No,No,Electronic check,8,84.95,84.95,Month-to-month,0
True,Male,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,Yes,No,No,Yes,Electronic check,11,73.85,73.85,Month-to-month,0
True,Male,1,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,Yes,Yes,Electronic check,15,79.4,79.4,Month-to-month,0
False,Male,0,No,No,1,No,No,DSL,1,No,No,No,No,No,No,No,Credit card (automatic),17,25.1,25.1,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,1,20.2,20.2,Month-to-month,0
False,Female,0,No,No,1,Yes,No,DSL,1,Yes,Yes,No,Yes,No,No,Yes,Electronic check,28,59.9,59.9,One year,1
False,Male,0,No,No,1,Yes,No,Fiber optic,1,No,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),18,101.3,101.3,Month-to-month,0
False,Female,1,No,No,1,Yes,No,Fiber optic,1,Yes,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),67,92.45,92.45,Two year,1
False,Female,0,No,No,1,Yes,No,DSL,1,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),1,48.45,48.45,Month-to-month,0
True,Male,0,No,No,1,Yes,Yes,DSL,1,No,No,No,No,No,No,No,Credit card (automatic),4,51.75,51.75,Month-to-month,0
False,Female,0,No,No,1,Yes,Yes,Fiber optic,1,Yes,No,Yes,No,No,No,Yes,Credit card (automatic),55,84.25,84.25,One year,1
False,Male,0,No,No,1,Yes,No,DSL,1,No,No,Yes,Yes,Yes,No,Yes,Electronic check,59,64.65,64.65,Month-to-month,0
True,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Mailed check,1,70.15,70.15,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,2,20.05,20.05,Month-to-month,0
False,Female,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),66,92.15,92.15,One year,1
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Credit card (automatic),31,20.9,20.9,Two year,1
False,Female,1,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),21,95.4,95.4,Month-to-month,0
True,Male,0,No,No,1,No,No,DSL,1,No,No,No,No,Yes,No,Yes,Credit card (automatic),9,34.7,34.7,Month-to-month,0
True,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,Yes,Yes,Electronic check,1,81.1,81.1,Month-to-month,0
True,Female,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,61,106.6,106.6,Two year,1
False,Female,1,No,No,1,Yes,No,Fiber optic,1,Yes,Yes,No,No,No,No,No,Electronic check,14,78.85,78.85,Month-to-month,0
False,Male,0,No,No,1,No,No,DSL,1,Yes,Yes,No,Yes,No,No,No,Mailed check,4,42.4,42.4,Month-to-month,0
True,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,Yes,Yes,Yes,Electronic check,3,89.45,89.45,Month-to-month,0
True,Female,0,No,No,1,Yes,No,Fiber optic,1,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,3,97.9,97.9,Month-to-month,0
False,Male,1,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),21,20.5,20.5,One year,1
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,Yes,Credit card (automatic),20,19.6,19.6,Month-to-month,0
True,Male,0,No,No,1,Yes,No,DSL,1,No,No,No,No,No,Yes,Yes,Mailed check,1,55.7,55.7,Month-to-month,0
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,Yes,Mailed check,63,20.6,20.6,Two year,1
True,Male,0,No,No,1,Yes,No,Fiber optic,1,No,Yes,Yes,No,No,No,Yes,Electronic check,13,79.8,79.8,Month-to-month,0
False,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,Yes,No,No,Electronic check,5,80.2,80.2,Month-to-month,0
False,Female,0,No,No,1,No,No,DSL,1,No,Yes,No,No,No,No,Yes,Electronic check,13,31.65,31.65,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Electronic check,1,20.65,20.65,Month-to-month,0
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,4,20.15,20.15,Month-to-month,0
False,Male,0,No,No,1,Yes,Yes,DSL,1,Yes,No,No,No,No,No,No,Mailed check,35,55.25,55.25,Two year,1
False,Female,1,No,No,1,Yes,Yes,Fiber optic,1,Yes,Yes,Yes,Yes,No,Yes,No,Bank transfer (automatic),49,103.0,103.0,One year,1
True,Female,1,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,1,69.85,69.85,Month-to-month,0
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Electronic check,41,20.45,20.45,Month-to-month,0
True,Female,0,No,No,1,Yes,No,DSL,1,No,No,No,No,Yes,No,Yes,Mailed check,1,53.55,53.55,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Electronic check,51,19.1,19.1,One year,1
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),48,19.95,19.95,One year,1
False,Female,0,No,No,1,Yes,Yes,No,0,No,No,No,No,No,No,No,Credit card (automatic),48,24.0,24.0,Two year,1
True,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,Yes,Mailed check,1,19.3,19.3,Month-to-month,0
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,27,19.15,19.15,One year,1
False,Female,1,No,No,1,Yes,No,Fiber optic,1,No,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),46,91.3,91.3,One year,1
True,Male,0,No,No,1,Yes,No,DSL,1,No,No,Yes,No,No,No,Yes,Mailed check,1,49.65,49.65,Month-to-month,0
True,Female,0,No,No,1,Yes,No,DSL,1,No,No,Yes,Yes,No,No,No,Credit card (automatic),46,54.35,54.35,Two year,1
True,Male,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,Yes,Yes,Yes,Electronic check,4,88.45,88.45,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,13,19.75,19.75,Two year,1
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,2,19.4,19.4,Month-to-month,0
False,Female,0,No,No,1,Yes,Yes,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),65,26.5,26.5,Two year,1
True,Male,1,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,Yes,Yes,No,Yes,Bank transfer (automatic),22,90.5,90.5,Month-to-month,0
False,Male,0,No,No,1,Yes,No,DSL,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed check,6,80.25,80.25,Two year,1
True,Female,0,No,No,1,Yes,No,DSL,1,Yes,No,No,No,No,No,Yes,Credit card (automatic),1,48.6,48.6,Month-to-month,0
False,Male,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,17,70.8,70.8,Month-to-month,0
True,Female,1,No,No,1,No,No,DSL,1,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,40,55.8,55.8,Month-to-month,0
True,Female,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,3,75.5,75.5,Month-to-month,0
False,Female,0,No,No,1,Yes,No,DSL,1,Yes,Yes,No,Yes,No,No,Yes,Credit card (automatic),45,62.55,62.55,One year,1
True,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,Yes,Bank transfer (automatic),1,20.2,20.2,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,2,20.75,20.75,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,11,20.35,20.35,Month-to-month,0
True,Male,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,Yes,Yes,Yes,Yes,Yes,Mailed check,23,104.05,104.05,Month-to-month,0
False,Male,0,No,No,1,Yes,No,DSL,1,No,No,No,Yes,No,No,Yes,Electronic check,40,51.1,51.1,Month-to-month,0
False,Female,0,No,No,1,Yes,No,DSL,1,Yes,No,Yes,No,No,Yes,No,Bank transfer (automatic),11,64.05,64.05,Month-to-month,0
True,Female,0,No,No,1,Yes,Yes,Fiber optic,1,Yes,Yes,No,No,Yes,No,Yes,Electronic check,13,96.65,96.65,Month-to-month,0
True,Male,1,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,1,20.05,20.05,Month-to-month,0
True,Female,0,No,No,1,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,39,103.45,103.45,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Credit card (automatic),58,20.3,20.3,Two year,1
True,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Electronic check,1,19.95,19.95,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,6,20.65,20.65,Month-to-month,0
True,Male,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,Yes,No,Electronic check,1,79.6,79.6,Month-to-month,0
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,20,19.5,19.5,One year,1
True,Male,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,Yes,No,No,Yes,Electronic check,1,75.9,75.9,Month-to-month,0
False,Female,0,No,No,1,Yes,No,DSL,1,No,Yes,No,No,No,No,Yes,Electronic check,1,48.6,48.6,Month-to-month,0
True,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,Yes,No,Yes,Electronic check,7,79.0,79.0,Month-to-month,0
False,Male,0,No,No,1,Yes,Yes,No,0,No,No,No,No,No,No,Yes,Bank transfer (automatic),65,25.1,25.1,Two year,1
False,Male,0,No,No,1,Yes,No,DSL,1,Yes,No,No,No,No,No,No,Electronic check,1,49.75,49.75,Month-to-month,0
False,Male,0,No,No,1,Yes,Yes,DSL,1,Yes,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),63,71.9,71.9,Two year,1
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,Yes,Electronic check,4,19.85,19.85,Month-to-month,0
True,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,1,70.25,70.25,Month-to-month,0
True,Female,1,No,No,1,Yes,No,Fiber optic,1,No,No,Yes,No,No,Yes,Yes,Credit card (automatic),10,84.6,84.6,Month-to-month,0
False,Male,0,No,No,1,No,No,DSL,1,No,No,No,No,No,No,Yes,Bank transfer (automatic),34,25.05,25.05,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,4,19.7,19.7,One year,1
False,Male,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Mailed check,3,69.6,69.6,Month-to-month,0
True,Male,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,No,No,Yes,Yes,Electronic check,8,86.55,86.55,Month-to-month,0
True,Female,0,No,No,1,No,No,DSL,1,No,No,Yes,No,Yes,Yes,Yes,Electronic check,39,50.75,50.75,Month-to-month,0
True,Male,1,No,No,1,Yes,No,Fiber optic,1,Yes,No,No,No,Yes,No,Yes,Bank transfer (automatic),6,85.15,85.15,Month-to-month,0
False,Male,0,No,No,1,Yes,No,Fiber optic,1,Yes,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),43,90.65,90.65,One year,1
False,Male,0,No,No,1,Yes,No,Fiber optic,1,No,Yes,No,No,No,No,Yes,Electronic check,5,74.65,74.65,Month-to-month,0
False,Male,0,No,No,1,No,No,DSL,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),72,61.2,61.2,Two year,1
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,4,19.95,19.95,One year,1
False,Male,0,No,No,1,Yes,No,Fiber optic,1,No,No,Yes,No,Yes,No,No,Electronic check,15,85.3,85.3,Month-to-month,0
False,Male,1,No,No,1,Yes,Yes,No,0,No,No,No,No,No,No,No,Bank transfer (automatic),72,25.4,25.4,Two year,1
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,1,19.65,19.65,Month-to-month,0
True,Female,0,No,No,1,Yes,No,Fiber optic,1,No,Yes,No,No,No,No,Yes,Electronic check,1,75.7,75.7,Month-to-month,0
False,Female,0,No,No,1,Yes,No,DSL,1,No,No,No,No,No,No,No,Electronic check,2,45.55,45.55,Month-to-month,0
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,12,19.3,19.3,One year,1
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,Yes,Bank transfer (automatic),23,20.3,20.3,Month-to-month,0
False,Male,1,No,No,1,Yes,Yes,DSL,1,Yes,Yes,Yes,Yes,No,Yes,No,Credit card (automatic),49,81.35,81.35,Two year,1
True,Male,0,No,No,1,Yes,Yes,Fiber optic,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),32,108.15,108.15,Month-to-month,0
True,Male,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,Yes,No,Yes,Credit card (automatic),6,80.5,80.5,Month-to-month,0
False,Female,0,No,No,1,Yes,Yes,Fiber optic,1,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),32,104.05,104.05,One year,1
False,Female,0,No,No,1,Yes,No,DSL,1,Yes,Yes,No,No,No,No,No,Bank transfer (automatic),27,52.85,52.85,Two year,1
False,Male,0,No,No,1,Yes,Yes,Fiber optic,1,No,No,No,Yes,No,No,No,Bank transfer (automatic),58,80.65,80.65,Month-to-month,0
True,Male,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Mailed check,1,71.35,71.35,Month-to-month,0
True,Female,0,No,No,1,Yes,Yes,Fiber optic,1,No,Yes,Yes,Yes,No,No,No,Electronic check,13,89.4,89.4,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,Yes,Mailed check,67,19.8,19.8,Two year,1
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,Yes,Mailed check,10,19.9,19.9,Month-to-month,0
False,Male,1,No,No,1,Yes,No,Fiber optic,1,Yes,No,No,No,No,Yes,Yes,Electronic check,19,87.3,87.3,Month-to-month,0
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,1,20.05,20.05,Month-to-month,0
True,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,1,20.6,20.6,Month-to-month,0
True,Male,0,No,No,1,Yes,Yes,Fiber optic,1,No,Yes,No,No,Yes,Yes,Yes,Electronic check,19,99.95,99.95,Month-to-month,0
False,Female,1,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,38,20.2,20.2,Two year,1
True,Female,0,No,No,1,Yes,Yes,Fiber optic,1,No,Yes,No,No,No,No,Yes,Credit card (automatic),10,81.0,81.0,Month-to-month,0
False,Female,0,No,No,1,Yes,Yes,Fiber optic,1,No,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),21,99.85,99.85,Month-to-month,0
False,Female,1,No,No,1,Yes,Yes,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,Electronic check,59,99.5,99.5,One year,1
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Credit card (automatic),47,20.25,20.25,Two year,1
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,Yes,Credit card (automatic),2,19.9,19.9,Month-to-month,0
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Credit card (automatic),53,19.85,19.85,Two year,1
False,Male,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,22,20.3,20.3,One year,1
True,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Mailed check,1,70.15,70.15,Month-to-month,0
False,Female,0,No,No,1,Yes,No,Fiber optic,1,No,No,No,No,No,No,Yes,Electronic check,3,70.25,70.25,Month-to-month,0
False,Male,1,No,No,1,Yes,Yes,Fiber optic,1,Yes,No,No,Yes,No,Yes,No,Electronic check,57,93.75,93.75,Two year,1
False,Female,0,No,No,1,Yes,No,No,0,No,No,No,No,No,No,No,Mailed check,12,20.4,20.4,Month-to-month,0
